cs_level|direction|sentence
2|JP_BASE|新しい環境に飛び込む前、彼女はanxiousでいる一方でadventurousな気持ちも持っていた。
2|JP_BASE|その子供が描いた絵はinnocentで、見る人にjoyをもたらした。
2|JP_BASE|深いregretを感じながらも、彼はcontentな顔で次の道を歩み始めた。
2|JP_BASE|好きな曲を聴くと、過去の記憶がnostalgicな気持ちとtendernessを連れてくる。
2|JP_BASE|あの夕焼けを一緒に見た時、二人の間にquietで深いcontentmentが流れた。
2|JP_BASE|今夜はcraft beerを飲みながら、ゆっくりchill outしたい気分だ。
2|JP_BASE|カウンター席でhappy hourを過ごすのが、私のweeklyな楽しみだ。
2|JP_BASE|彼はiced teaを頼んだが、バーテンダーはextraレモンを添えてくれた。
2|JP_BASE|他のお客さんがsour cocktailを飲んでいて、とてもtastyそうだった。
2|JP_BASE|ハーフパイントのsession aleを飲みながら、oldな映画の話をした。
2|JP_BASE|子どものbedtime routineをしっかり守ると、sleepの質が上がるらしい。
2|JP_BASE|娘がpeer pressureを感じているみたいで、親としてsupportしてあげたい。
2|JP_BASE|毎朝、息子のlunch boxに手紙を入れると、彼はとてもhappyな顔をする。
2|JP_BASE|子どもがtantrum を起こしたとき、calm downさせるのが一番難しい。
2|JP_BASE|良いrole modelになることが、子どもへの最大のgiftだと信じている。
2|JP_BASE|赤ちゃんのnap timeに、親はquiet timeを楽しむことができる。
2|JP_BASE|息子がfirst stepを踏んだ瞬間は、本当にspecialな思い出だ。
2|JP_BASE|家族でのboard game ナイトは、子どもたちにとってとても貴重なbondingの時間だ。
2|JP_BASE|娘のself-esteemを高めるために、毎日positiveな言葉をかけるようにしている。
2|JP_BASE|赤ちゃんがfinally寝てくれたとき、親はdeep breathをついてしまう。
2|JP_BASE|幼い子どもにhonestに話すのは難しいが、trustを築くために大切だ。
2|JP_BASE|子どもの成長をtrackするために、毎月growth chartを記録している。
2|JP_BASE|息子のplaydate のあと、彼はいつもexcitedな様子で話してくれる。
2|JP_BASE|子どもたちのsafety のために、家中をchild-proofにするのは大変な作業だった。
2|JP_BASE|娘がfirstの発表会を終えて、とてもconfidentな表情をしていた。
2|JP_BASE|赤ちゃんのbath timeには、gentle な石鹸だけを使うように気をつけている。
2|JP_BASE|子どもがemotionsを上手に表現できるように、dailyに気持ちを話し合う時間を作っている。
2|JP_BASE|息子のsportsの試合を観に行くたびに、親としてproudな気持ちになる。
2|JP_BASE|子どものimmune systemを強くするために、balancedな食事が欠かせない。
2|JP_BASE|娘がread aloudするのを聞くと、vocabularyがすごく伸びたと感じる。
2|JP_BASE|子育てのstress を和らげるには、親自身もself-careを怠らないことが大切だ。
2|JP_BASE|息子のcuriosity に応えるため、毎週endlessな質問に答えている。
2|JP_BASE|幼稚園でのshowcase を見て、娘のtalenを改めて実感した。
2|JP_BASE|子どもに対してpatient でいることは、consistentな愛情表現と同じくらい重要だ。
2|JP_BASE|息子がnewな友達を家に連れてきたとき、welcomingな雰囲気を作るようにしている。
2|JP_BASE|夜泣きのひどいnight の翌日は、親もexhaustedな状態で一日が始まる。
2|JP_BASE|子どものlearning styleに合った教材を選ぶことが、educationの第一歩だと思う。
3|JP_BASE|そのbrowはperfectにshapedされていて、顔全体が引き締まって見える。
3|JP_BASE|私はいつもmoisturizerをapplyする前に、toneを整えるようにしている。
3|JP_BASE|このblushの色はとてもsubtle で、naturalな仕上がりが好きです。
3|JP_BASE|彼女はいつもdewyなlookを目指していて、highlighterの使い方が上手い。
3|JP_BASE|彼女のcomplexionはとてもevenで、毎日sunscreenを忘れないからだと言っていた。
3|JP_BASE|髪のfrizzを抑えるために、smoothingなserumをいつも仕上げに使っている。
3|JP_BASE|このperfumeはとてもwoodsy で、後からfloralなノートが出てきて面白い。
3|JP_BASE|彼のbeard はとてもwell-groomedで、専用のbalm でお手入れしているそうだ。
3|JP_BASE|そのeyebrow gelはとてもstrongなholdがあって、崩れる心配が全くない。
3|JP_BASE|彼女はいつもneutralなtoneのmakeupを選んでいて、上品な印象を与える。
3|JP_BASE|私の新しいhair maskはとてもrichで、使うたびにsilkyな仕上がりになる。
2|JP_BASE|今年のfestivalは本当にcolorfulで、町全体が盛り上がった。
2|JP_BASE|去年のholidayシーズンは家族みんなでgatherしたかったのに、雪で道が塞がれた。
2|JP_BASE|お祭りのparade沿道には、impressiveな山車がいくつも並んでいた。
2|JP_BASE|冬のlightsが街中に飾られていて、本当にmagicalな雰囲気だった。
2|JP_BASE|このfeast、特にdesertの部分が楽しみで仕方ない。
2|JP_BASE|彼女はcarnivalのcheerfulな音楽に合わせて踊り続けた。
2|JP_BASE|花火大会のfinalは毎年spectacularで、観客が息をのむほどだった。
2|JP_BASE|新年のcountdownはいつもlivelyで、公園には何千人もの人が集まった。
2|JP_BASE|bonfire周りでみんながwarmthを分かち合いながら歌を歌った。
2|JP_BASE|地元のharvest祭りはとてもcharmingで、子どもたちが大喜びだった。
2|JP_BASE|その街のlanternイベントは毎年breathtakingな景色を見せてくれる。
2|JP_BASE|あのgathering、去年よりずっとfestiveな感じがしたと思わない？
2|JP_BASE|春のblossomを見ながら、outdoorでお弁当を食べるのが一番好きだ。
2|JP_BASE|祭りの準備でmarketはものすごくbusyで、人をかき分けるのが大変だった。
2|JP_BASE|このfloatのデザインは本当にcreativeで、地域の人たちが一年かけて作ったらしい。
2|JP_BASE|お正月のcardを書くのは少し old-fashionedかもしれないけど、私はまだやっている。
2|JP_BASE|祭り当日のstreet foodは格別においしくて、特にgrilledなものが最高だった。
2|JP_BASE|今年のwinter festivalは例年よりgrandで、観光客の数が倍以上になった。
2|JP_BASE|祭りのnightは空がcolorfulな花火でいっぱいになり、みんなが空を見上げた。
2|JP_BASE|あなたはその地域のtraditionalなdanceを見たことがありますか？
2|JP_BASE|秋のfair会場はとてもlivelyで、農産物や手工芸品があちこちに並んでいた。
2|JP_BASE|子どもたちはcostumeを着てneighborhoodを回り、お菓子をもらって大はしゃぎだった。
2|JP_BASE|友達と一緒にcampfireを囲んでspecialな夜を過ごすのが夢だった。
2|JP_BASE|その古いtemple周辺に立ち並ぶluminousなちょうちんが夜空を染めた。
2|JP_BASE|今年はvibrantな衣装を着てfestivalに参加するつもりだ。
2|JP_BASE|祭りのopeningは本当にdramaticで、太鼓の音が腹に響いてきた。
2|JP_BASE|地域のcommunityがuniteして毎年このお祭りを作り上げているのが素晴らしい。
2|JP_BASE|花見の季節にはoutdoorのpicnicが日本中で見られる。
2|JP_BASE|そのfloat、去年よりずっとelaborateになっていて目を引いた。
2|JP_BASE|彼女はfestiveな帽子をかぶってpartyに現れ、みんなを驚かせた。
2|JP_BASE|冬休みのweekendはいつもcozyで、家族と温かい鍋を囲む時間が好きだ。
2|JP_BASE|そのfairgroundsはnocturnalな生き物のように、夜になると輝き始めた。
2|JP_BASE|太鼓チームのperformanceは本当にpowerfulで、観客全員が立ち上がって拍手した。
2|JP_BASE|地元のshrineで行われるannualなお祭りには毎年欠かさず参加している。
2|JP_BASE|子どもたちのjoyfulな笑顔を見ると、このfestivalを続けてよかったと思う。
2|JP_BASE|世界各地のholidayをresearchすると、人類の文化の豊かさに感動する。
2|JP_BASE|あの夜のfirecrackersはsonicな迫力があって、胸がどきどきした。
2|JP_BASE|今年のwinterは特にcoldで、外に出るのが怖い。
2|JP_BASE|春になると、gardenのflowersが一斉に咲き始める。
2|JP_BASE|去年のsummerはhumidで、本当に過ごしにくかった。
2|JP_BASE|このfestivalはとてもlivelyで、町中が盛り上がる。
2|JP_BASE|冬至の日にcandleをたくさん灯して、cozyな夜を過ごした。
2|JP_BASE|お正月のparade、すごくgrand だったよね。
2|JP_BASE|秋のharvestは本当にabundantで、テーブルが料理でいっぱいになった。
2|JP_BASE|クリスマスのdecorationはelegantで、部屋全体が明るくなった。
2|JP_BASE|春の空気はfreshで、朝のjogがとても気持ちいい。
2|JP_BASE|冬のsnowfallはsilentで、町が白くて静かに変わる。
2|JP_BASE|バレンタインデーのchocolateはhandmadeで、気持ちが込められている。
2|JP_BASE|お花見のpicnicはrelaxedで、みんながのんびり過ごした。
2|JP_BASE|夏至の夜はmagicalで、空のlightがずっと続いていた。
2|JP_BASE|ハロウィンのcostumeはcreativeで、子供たちが張り切っていた。
2|JP_BASE|元旦のsunriseはdramaticで、家族みんなで海へ見に行った。
2|JP_BASE|秋祭りのlanthanは本当にmesmerizingで、川面に映って美しかった。
2|JP_BASE|クリスマスイブのstarry skyはromantic で、二人で長い時間外に立っていた。
2|JP_BASE|春の新学期はnervousな気持ちとexcitedな気持ちが混ざっている。
2|JP_BASE|冬のfur coatはwarm で、お気に入りの一着になった。
2|JP_BASE|夏休みのadventureはwild で、忘れられない思い出になった。
2|JP_BASE|お盆のreunionはwarmで、久しぶりに親族全員が集まった。
2|JP_BASE|七夕のwishはheartfeltで、短冊に丁寧に書いた。
2|JP_BASE|秋のfruitはjuicyで、どの果物も甘くてたまらない。
2|JP_BASE|年末のcountdownはloudで、みんなが一緒に叫んでいた。
3|JP_BASE|その荷物はoverseasからairmail便で届いたので、予想よりquicklyここに来ました。
3|JP_BASE|配達のtime slotを朝に変更したのに、荷物はeveningまでdeliveredされませんでした。
3|JP_BASE|郵便局でmoney orderを送る際は、exactな金額を事前にcashで用意してください。
3|JP_BASE|彼はfirst aidの訓練を受けていたので、骨折した人にsplintをquicklyに当てた。
3|JP_BASE|骨折の疑いがある選手をcoachがimmobileに保ってstretcherが来るまで待った。
3|JP_BASE|大規模なwildfire が山を下り始め、近隣のresidentsがurgentlyに立ち退きを命じられた。
4|EN_BASE|She walked into the 面接 feeling 余裕 but secretly full of 不安, wishing she had more 準備 time.
4|EN_BASE|The 採用担当者 asked a 核心 question right away, and his 反応 honestly caught me off guard, leaving a strange 沈黙 in the room.
4|EN_BASE|I kept my answers 簡潔 and 丁寧, but the panel's 表情 gave me almost no 手がかり about how I was doing.
4|EN_BASE|Could you describe a moment when your 判断力 and 行動力 really aligned, and what was the 結果 for your whole 部署?
4|EN_BASE|The 雰囲気 in that 会議室 was surprisingly 和やか, and the 面接官 made every candidate feel welcome.
4|EN_BASE|His 自己紹介 was incredibly 流暢, which set a high 基準 and made the rest of us rethink our own 準備.
4|EN_BASE|We value 誠実さ above all, and we expect every new hire to bring their 本音 to every 会議, not just their 建前.
4|EN_BASE|The interviewer paused after reading my 職務経歴書 and said my 実績 looked strong, but my listed 資格 felt thin given the 職位.
4|EN_BASE|Being 柔軟 under pressure, showing clear 責任感, keeping a sense of 謙虚さ — those are the three traits our 人事部 always screens for.
4|EN_BASE|She answered the 想定外 question with surprising 冷静さ, turning what felt like a 罠 into a genuine display of her 能力.
4|EN_BASE|I asked the panel whether the role offered real 成長 opportunities, and their 反応 was 即座, which gave me 希望.
4|EN_BASE|The 空気 changed noticeably when he mentioned his previous 失敗, but his 率直さ and sense of 誠意 actually won the room over.
4|EN_BASE|Your 専門知識 is evident, yet we also need someone with strong 協調性 who can lift 士気 and drive 変革 across the team.
4|EN_BASE|The 最終面接 felt more like a 対話 than an interrogation, and my overall 印象 of the 企業文化 became much clearer.
4|EN_BASE|She listed three 強み on her 履歴書 but couldn't back them up with any 具体例, which left a noticeable 疑問 in the air.
4|EN_BASE|His 姿勢 throughout the whole process was 前向き, and every answer showed genuine 熱意 and deep 洞察.
4|EN_BASE|I felt a rush of 緊張 the moment I entered the building, but the receptionist's 笑顔 and 親切さ quickly put me at 安心.
4|EN_BASE|Does the position require frequent 出張, and how does the 会社 handle 経費 reimbursement during periods of high 繁忙?
4|EN_BASE|The recruiter praised her 分析力 and said her approach to 問題解決 was 独自, citing her past 成果 as proof.
4|EN_BASE|He showed up with a portfolio full of 実例, presented each one with quiet 自信, and left a strong 印象 on every 審査員.
4|EN_BASE|We expect candidates to show 継続的 improvement, demonstrate clear 目標意識, and bring a spirit of 挑戦 into every 職場.
4|EN_BASE|The panel asked about her approach to 対立 within a team, and her 回答 showed both 包容力 and 決断力.
4|EN_BASE|A strong 第一印象 can open doors, but it's your 実力 over time that builds 信頼 and earns you real 評価 here.
4|EN_BASE|I wish someone had told me before the 面接 that showing 素直さ matters just as much as listing your 業績 and 資格.
4|EN_BASE|The question about your 将来像 is not a trap — we genuinely want to see how your 志向 aligns with our 経営方針 and broader 理念.
4|EN_BASE|Her 表現力 during the group exercise was remarkable, and her ability to stay 冷静 while maintaining 存在感 impressed every 評価者.
4|EN_BASE|They offered the role to someone with less 経験 but more 熱量, which says a lot about their 優先順位 and overall 方針.
4|EN_BASE|Can you tell us how you balance 効率 with 品質, and whether you've ever had to choose one over the other under serious 制約 and tight 期限?
4|EN_BASE|His 回答 was 論理的, his eye contact confident, and his overall 言葉遣い suggested someone with real 品格.
4|EN_BASE|The 選考プロセス was long but 透明 at every stage, and the 担当者 always provided 丁寧 feedback after each round.
4|EN_BASE|I felt that my 弱点 was also my biggest 強み, and saying so out loud in the 面接 took real 勇気.
4|EN_BASE|The company's stated 使命 and its actual 日常 practices felt 一致, which made the whole 就職 decision much easier for me.
4|EN_BASE|She negotiated her 給与 with 品 and 自信, cited clear 根拠 for every number, and left with a better 条件 than she expected.
4|EN_BASE|What aspect of our 職場環境 stood out most to you, and does our apparent 多様性 match what you value in a 組織 and a 文化?
4|EN_BASE|The feedback after my 不採用 was surprisingly 具体的, which turned a moment of 落胆 into a real chance for 成長 and 自己改善.
4|EN_BASE|He brought a quiet 威厳 into the room, spoke with 節度, and treated every question as a 機会 rather than a 試練.
4|EN_BASE|Their 採用基準 had shifted toward 人間性 over pure 学歴, and the new 方向性 was clear from the very first 質問.
4|EN_BASE|She kept a sense of 余裕 throughout the case study round, framed every 課題 with sharp 視点, and finished with a clear 提案.
4|EN_BASE|Nothing in my years of 就職活動 prepared me for how 率直 that panel was, or how deeply their 質問 tested my 自己認識 and real 覚悟.
2|JP_BASE|今月からrent、少し上がってしまってstressfulですね。
2|JP_BASE|玄関のdoormaiは古くて、新しいsmartなものに変えようと思っています。
2|JP_BASE|その物件はcornerにあって、two-bedroomタイプが空いているそうです。
2|JP_BASE|毎朝balconyでcoffeeを飲むのが、私の小さな楽しみです。
2|JP_BASE|このフラットはcozyで、interior designも私の好みにぴったりです。
2|JP_BASE|隣の部屋からnoiseがひどくて、なかなかrelaxできません。
2|JP_BASE|shared kitchenはcleanに保つのがルールなので、みんなで協力しています。
2|JP_BASE|引越しの荷物がmassiveで、moving truckを二台頼まなければなりませんでした。
2|JP_BASE|壁の色をneutralなtoneに塗り替えたら、部屋が広く見えるようになりました。
2|JP_BASE|今週末にfurnitureの配置をreorganizeして、もっと使いやすくするつもりです。
2|JP_BASE|その物件のfloor planがopen conceptで、家族みんなが気に入っています。
2|JP_BASE|窓のinsulationがしっかりしていないと、冬はdraftが入ってきて寒いです。
2|JP_BASE|屋根のleakが見つかって、contractor、すぐに呼ばなければなりませんでした。
2|JP_BASE|朝日が差し込むeast-facingの部屋はmoodが明るくなって好きです。
2|JP_BASE|このneighborhoodはquietで、家族連れにとても人気があります。
2|JP_BASE|玄関にsmart lockを付けたら、鍵を持たなくていいからconvenientですね。
2|JP_BASE|引越し前にsecurity depositの金額をclearに確認しておくべきでした。
2|JP_BASE|新しいsofa、deliveryが遅れてしまって、リビングがまだbare。
2|JP_BASE|窓からのviewがscenicで、毎日見ても飽きないと近所の人が言っていました。
2|JP_BASE|リモートワークのためにhome officeをsoundproofにする工事を検討しています。
2|JP_BASE|毎朝、outdoorのコースをfull speedで走るのが習慣になっています。
2|JP_BASE|コーチはproper formを守るよう、チーム全員にintervalで指示を出した。
2|JP_BASE|warm upをしないでsprintしたら、足を痛めてしまいました。
2|JP_BASE|チームのcaptainはgame planについて、仲間たちと真剣に話し合っていた。
2|JP_BASE|コーチからfeedbackをもらうたびに、自分のweak pointsに気づかされます。
2|JP_BASE|この競技場ではtrack and fieldのeventが年に数回開催されます。
2|JP_BASE|スタジアムのlocker roomでgear checkをしてから、グラウンドに向かいます。
2|JP_BASE|彼のkick powerは他の選手より際立っていて、full backとして頼りになる。
2|JP_BASE|あのcoachingスタイルはplay-by-playでとても細かく、初心者には助かります。
2|JP_BASE|彼女はagility ladderの練習をdailyで行い、足さばきを鍛えています。
2|JP_BASE|ランニング中にpaceを落とさずにsteady stateを保つことが課題です。
4|EN_BASE|After all that 掃除, the whole apartment finally has a 清潔 feel, and honestly the 達成感 makes every bit of 苦労 worth it.
4|EN_BASE|The 油汚れ on the stovetop was so 頑固 that I had to scrub it twice, and even then the 仕上がり wasn't exactly 完璧.
4|EN_BASE|Can you handle the 洗濯 while I vacuum, because the 山積み of laundry in the 洗面所 is getting a little 心配?
4|EN_BASE|The 床 hadn't been mopped in weeks, so the 汚れ buildup was honestly 最悪, and we needed to put in real 根気 to get it clean.
4|EN_BASE|Please be 丁寧 with the antique shelf and use a 柔らか cloth, because one 傷 could ruin the whole 風合い.
4|EN_BASE|I love how the 窓 sparkles after a good wipe, giving the entire room a 明るい feeling and a sense of 開放感 that no 消臭剤 can replicate.
4|EN_BASE|Sorting through all the 不用品 in the garage felt 大変, but finding those old photos made the whole 作業 feel like a real 宝探し.
4|EN_BASE|The 押し入れ was so 乱雑 that it took three hours to reorganize, but now everything has its own 定位置 and the room feels more 余裕 somehow.
4|EN_BASE|Scrubbing the 浴槽 every Sunday is my least favorite 習慣, but the 達成感 afterward and the 清潔 water always make it worthwhile.
4|EN_BASE|There is something very 爽快 about throwing open the 窓 right after mopping, letting the 外気 rush in and carry away any leftover 臭い.
4|EN_BASE|We usually do a 大掃除 in December, but this year the 汚れ situation in the kitchen is so 深刻 that we might need an extra 点検 round.
4|EN_BASE|The 洗剤 you bought smells too 強烈, and using it in the 狭い bathroom makes the whole 空間 feel almost overwhelming.
4|EN_BASE|I can't believe how 快適 the living room feels now that we've cleared the 余分 clutter and given every surface a 念入り wipe and proper 整理.
4|EN_BASE|Would you mind being a bit more 几帳面 about rinsing the 食器 before you stack them, because the dried 食べかす leaves such a 跡 on the glaze?
4|EN_BASE|The 隅 behind the 冷蔵庫 was absolutely 衝撃 level dirty, full of dust and forgotten 食品 that must have been there for months.
4|EN_BASE|She made the whole 分担 chart for chores look very 公平, and now everyone knows their 役割 so there is no more 言い訳.
4|EN_BASE|Folding the 布団 every morning feels tedious, but it keeps the 部屋 looking 整然 and apparently it's better for your 健康 too.
4|EN_BASE|The 雑巾 you left on the 床 overnight started to smell a bit 不快, so I hung it outside in the 直射日光 to dry properly.
4|EN_BASE|Getting rid of 不要 items through proper 分別 recycling is actually a 大事 habit, and it makes future 整理 sessions so much faster.
4|EN_BASE|The 風呂場 grout was looking quite 黒ずみ, so I used an old 歯ブラシ to scrub it, and the difference was honestly 驚き.
4|EN_BASE|The 高圧洗浄 service for the balcony was a bit 高額, but the 結果 was so 鮮やか that I don't regret it one bit.
4|EN_BASE|Being 地道 about daily 掃き掃除 means you never face one of those 絶望 level weekend clean-up sessions or a 大変 dust avalanche.
4|EN_BASE|The 網戸 on the back door was so 目詰まり that barely any 風 came through, so cleaning it made a 歴然 difference immediately.
4|EN_BASE|Could you put the 掃除機 back in its 定位置 when you're done, and also wipe the 取っ手 on the closet because it's gotten really 黒ずみ?
4|EN_BASE|Keeping a 記録 of which 箇所 you've already cleaned helps you stay 計画的, and it gives you a great sense of 進捗 as you go.
4|EN_BASE|The 排気口 filter was packed with so much 埃 that the machine was running 非効率, and the noise level had become quite 深刻.
4|EN_BASE|I always find old 領収書 and 不用 pens wedged behind the 引き出し, which makes the whole 片付け feel a bit like an archaeological dig.
4|EN_BASE|The new mop has a very 便利 design, and it reaches into every 隅 without much effort, making the whole 床掃除 a far less 苦手 task.
4|EN_BASE|We should do a 徹底 clean of the 冷蔵庫 this weekend, because there is a strange 臭い coming from the back and some very 怪しい leftovers.
4|EN_BASE|After a 本格 deep clean, the bathroom feels so 清潔 that even the 空気 itself seems lighter, and the whole experience gives real 満足感.
4|EN_BASE|Your 几帳面 approach to sorting the 洗濯物 by color is admirable, but it adds an extra 手間 that I honestly find a bit 過剰.
4|EN_BASE|The 台所 smells so much more 爽やか now that you wiped down the 壁 tiles and took care of that stubborn 油 residue near the back burner.
4|EN_BASE|Cleaning the 天井 fan is always a 大変 job, but if you use a damp 雑巾 on a stick the whole 作業 becomes surprisingly 楽.
4|EN_BASE|There is a very 独特 satisfaction that comes from a 念入り scrub of old 鍋, watching the 光沢 slowly come back to life.
4|EN_BASE|I wish my roommate shared the same 意識 about 清潔 standards, because the 共有 spaces are looking more 雑然 every single week.
4|EN_BASE|The sense of 達成感 after a full day of 大掃除, when the whole house smells 新鮮 and every 表面 gleams, is genuinely hard to beat.
2|EN_BASE|My daughter's 好奇心 about bugs is honestly so 素直 that it melts my heart.
2|EN_BASE|The 余裕 in his voice surprised me when he handled the tantrum so 冷静 at the grocery store.
2|EN_BASE|She keeps asking 本音 questions at dinner, the kind of 率直 honesty that catches you off guard.
2|EN_BASE|I love the 雰囲気 of our Sunday mornings, something about it feels genuinely 穏やか.
2|EN_BASE|The pediatrician said his 体力 is excellent, which is no surprise given how 活発 he is.
2|EN_BASE|Does your toddler have that 執着 with one particular toy, the kind of 強い attachment that defies reason?
2|EN_BASE|We try to create a sense of 安心 at bedtime so she drifts off feeling 安全.
2|EN_BASE|His 集中力 during puzzles is remarkable, and he gets genuinely 夢中 for hours.
2|EN_BASE|The 建前 answer is that screen time is strictly limited, but the 現実 is very different after a long workday.
2|EN_BASE|I find the 緊張 of the first day of school just as hard for me as it is nerve-wracking for the kids, honestly quite 辛い.
2|EN_BASE|We read a 絵本 every night, something 丁寧 about the ritual makes it feel sacred.
2|EN_BASE|Her 笑顔 in the morning is the most 純粋 thing I have ever seen.
2|EN_BASE|Raising twins requires a level of 忍耐 I never knew I had, and the chaos is surprisingly 賑やか.
2|EN_BASE|The 信頼 between a parent and child is 大切, and it takes years to build properly.
2|EN_BASE|I appreciate how 素朴 her drawings are — there is a real 個性 shining through every scribble.
2|EN_BASE|My son's 好奇心 about how engines work is matched only by his 頑固 refusal to wear a seatbelt without a fight.
2|EN_BASE|There is something deeply 大切 about teaching children 感謝 before they even know the word for it.
2|EN_BASE|The 緊張感 in the waiting room before the vaccination was real, but she was incredibly 勇気.
2|EN_BASE|I noticed a quiet 変化 in him after starting school — something more 落ち着き about the way he carries himself.
2|EN_BASE|Keeping the 生活リズム consistent is the single best parenting advice I ever received, especially on 休日.
2|EN_BASE|She has this 独特 way of explaining things to her stuffed animals, full of a kind of earnest 説明 that is genuinely adorable.
2|EN_BASE|The sheer 元気 of a five-year-old at six in the morning is both 驚異 and a little terrifying.
2|EN_BASE|We had a long talk about 責任, and it seemed like the 言葉 actually landed with him this time.
2|EN_BASE|My daughter's 感受性 is so deep that even commercials make her cry — incredibly 繊細 for her age.
2|EN_BASE|The 育て方 I received was strict but loving, and I carry that 影響 into how I parent every day.
2|EN_BASE|There is a certain 誇り in watching your child fail and get back up, something deeply 人間的.
2|EN_BASE|His 想像力 at play is just 豊か — he can turn a cardboard box into a spaceship in minutes.
2|EN_BASE|She approached the new babysitter with a mix of 警戒 and 礼儀, which was very on-brand for her.
2|EN_BASE|That sweet 寝顔 after a long, difficult day makes all the 苦労 disappear instantly.
2|EN_BASE|I want her to have 自信, but also the 謙虚 to keep learning from people around her.
2|EN_BASE|The 空気 at the school recital was electric, and my son looked wonderfully 堂々 on that stage.
2|EN_BASE|His 好奇心 is beautiful, but there is also a 危うさ that keeps me hovering nearby at the playground.
2|EN_BASE|We are deliberately keeping our home 静か during homework time, because the 集中 it creates is real.
2|EN_BASE|There is a fine line between 過保護 parenting and being genuinely 思いやり toward your child's fears.
2|EN_BASE|The 手作り lunch I packed got rave reviews from her friends, which felt 光栄 beyond words.
2|EN_BASE|I hope to give my children a 土台 of values solid enough to be 自由 on top of it.
2|EN_BASE|My son's relationship with his grandfather has this wonderful 温かさ, something 自然 and unforced between them.
2|EN_BASE|She announced at breakfast with full 自信 that she had decided to become a scientist — the 本気 in her eyes was real.
2|EN_BASE|The 親心 that hits you the first time your child walks into school alone is hard to describe — proud, yet strangely 切ない.
2|EN_BASE|What surprised me most about becoming a parent was the 深さ of ordinary moments — a bedtime hug feels genuinely 無限.
2|JP_BASE|火事のときは、まずbuilding全体にalertを出してください。
2|JP_BASE|ambulanceが来るまで、患者をcalmな状態に保つことが大切です。
2|JP_BASE|emergencyの際には、このexitから速やかに避難してください。
2|JP_BASE|台風が近づいているので、coastalの住民はshelterへ移動してほしいです。
2|JP_BASE|彼女はshockを受けていて、顔色がcompletelyおかしかった。
2|JP_BASE|地震のあと、structuralなダメージがどれほどsevereか調査が必要だ。
2|JP_BASE|停電でelevatorが止まり、乗客がtrappedな状況になってしまった。
2|JP_BASE|彼はpanicに陥って、criticalな判断ができなくなっていた。
2|JP_BASE|flood warningが出ているから、valley沿いには近づかないほうがいい。
2|JP_BASE|彼のinjuryはmajorで、すぐに手術が必要だと医師が言っていた。
2|JP_BASE|その爆発はso unexpectedで、nearby住民たちは何が起きたかわからなかった。
2|JP_BASE|橋が崩壊しそうで、engineerたちがurgentlyその原因を調べている。
2|JP_BASE|彼女はhystericな状態で、事故のdetailをうまく説明できなかった。
2|JP_BASE|火災のsmokeがthickで、廊下に出ることすらできなかった。
2|JP_BASE|暴風雨でroofの一部が飛ばされ、室内がsoakedになっていた。
2|JP_BASE|その男性はcollapseしそうな様子で、周りの人たちがfrantic感じで助けを求めていた。
2|JP_BASE|避難所でのfood supplyがcritically不足していて、支援が急がれている。
2|JP_BASE|ビルの外壁からdebrisが落ちてきて、歩行者がseriouslyけがをした。
2|JP_BASE|その地域ではwild fireがrapidlyに広がっていて、消火活動が追いつかない。
2|EN_BASE|She walked into the interview room with 自信 and immediately set a 好印象.
2|EN_BASE|The hiring manager appreciated his 誠実さ, which came through even in his 第一声.
2|EN_BASE|His 本音 slipped out when they asked about salary, but it actually left a 好感 on the panel.
2|EN_BASE|The interview had a surprisingly 和やか atmosphere, which helped her find her 言葉.
2|EN_BASE|She prepared a 志望動機 statement overnight and rehearsed it until it felt like 本心.
2|EN_BASE|He answered every question with 丁寧 precision and left no 曖昧さ in his responses.
2|EN_BASE|Walking in five minutes late destroyed his 信頼性 before he even had a chance to show his 実力.
2|EN_BASE|The panel was impressed by her 論理的 approach and her confident use of 具体例.
2|EN_BASE|He rehearsed his 自己紹介 so many times that it lost all sense of 自然さ.
2|EN_BASE|She sensed the interviewer's 期待 and tried hard not to disappoint with her final 回答.
2|EN_BASE|The question about 長所 caught him off guard, and he fumbled for the right 表現.
2|EN_BASE|They valued 協調性 in their team, so she made sure to highlight her 貢献 to past group projects.
2|EN_BASE|The recruiter noted that a little 余裕 in your posture can make your 説得力 much stronger.
2|EN_BASE|His answer revealed a deep 洞察力, which separated him from the other 候補者 by a wide margin.
2|EN_BASE|She kept her 建前 intact throughout the formal portion but let her 個性 shine in the Q&A.
2|EN_BASE|The company's 社風 was clearly casual, so dressing too formally felt like a 失敗.
2|EN_BASE|Bringing a printed 履歴書 to a digital interview showed just how strong his 準備 habits were.
2|EN_BASE|She answered the hardest 質問 without flinching, and the panel recognized her 度胸.
2|EN_BASE|His 謙虚さ was genuine rather than performed, which gave the whole interview a sense of 誠実.
2|EN_BASE|The unexpected group exercise tested how each 応募者 handled pressure and 臨機応変.
2|EN_BASE|She framed her biggest failure as a 成長 opportunity, which the interviewers found refreshingly 素直.
2|EN_BASE|They asked about his 将来像 and were pleasantly surprised by how clearly he had thought about his 目標.
2|EN_BASE|The panel's 雰囲気 shifted noticeably when he mentioned his previous 実績 in overseas markets.
2|EN_BASE|Her ability to stay 冷静 under pressure and navigate 対立 earned her the highest score on the panel.
2|EN_BASE|He chose every word carefully to avoid any 誤解 and to project an image of 信頼.
2|EN_BASE|The final 面接 was far more 本格的 than the two earlier screening rounds had suggested.
